duty_event_id,person_id,timestamp,date,duty_type,duration_hours,night_shift,intensity_level,deployment_id
DUT-0095-083,P-0095,2026-03-24T12:00:00,2026-03-24,TRAINING_SUPPORT,8.18,False,4,
DUT-0095-084,P-0095,2026-03-25T12:00:00,2026-03-25,PATROL,8.84,False,2,
DUT-0095-085,P-0095,2026-03-26T21:00:00,2026-03-26,NIGHT,9.4,True,3,
DUT-0095-086,P-0095,2026-03-27T21:00:00,2026-03-27,NIGHT,7.4,True,3,
DUT-0095-087,P-0095,2026-03-28T06:00:00,2026-03-28,DAY,8.63,False,3,
DUT-0095-088,P-0095,2026-03-29T12:00:00,2026-03-29,PATROL,8.52,False,3,
DUT-0095-089,P-0095,2026-03-30T13:00:00,2026-03-30,DAY,8.7,False,3,
DUT-0095-090,P-0095,2026-03-31T09:00:00,2026-03-31,DAY,8.65,False,3,
DUT-0095-091,P-0095,2026-04-01T09:00:00,2026-04-01,TRAINING_SUPPORT,8.93,False,2,
DUT-0095-092,P-0095,2026-04-02T21:00:00,2026-04-02,NIGHT,10.01,True,3,
DUT-0095-093,P-0095,2026-04-03T08:00:00,2026-04-03,PATROL,7.77,False,4,
DUT-0095-094,P-0095,2026-04-04T21:00:00,2026-04-04,PATROL,7.2,True,2,
DUT-0095-095,P-0095,2026-04-05T21:00:00,2026-04-05,NIGHT,9.98,True,4,
DUT-0095-096,P-0095,2026-04-06T08:00:00,2026-04-06,DAY,7.5,False,3,
DUT-0095-097,P-0095,2026-04-07T09:00:00,2026-04-07,TRAINING_SUPPORT,7.8,False,3,
DUT-0095-098,P-0095,2026-04-08T11:00:00,2026-04-08,DAY,6.97,False,3,
DUT-0095-099,P-0095,2026-04-09T21:00:00,2026-04-09,PATROL,7.08,True,4,
DUT-0095-100,P-0095,2026-04-10T13:00:00,2026-04-10,TRAINING_SUPPORT,5.52,False,4,
DUT-0095-101,P-0095,2026-04-11T11:00:00,2026-04-11,ADMIN,7.74,False,3,
DUT-0095-102,P-0095,2026-04-12T13:00:00,2026-04-12,DAY,9.13,False,3,
DUT-0095-103,P-0095,2026-04-13T10:00:00,2026-04-13,DAY,8.05,False,3,
DUT-0095-104,P-0095,2026-04-14T09:00:00,2026-04-14,ADMIN,9.83,False,4,
DUT-0095-105,P-0095,2026-04-15T07:00:00,2026-04-15,PATROL,7.32,False,3,
DUT-0095-106,P-0095,2026-04-16T08:00:00,2026-04-16,PATROL,9.56,False,3,
DUT-0095-107,P-0095,2026-04-17T21:00:00,2026-04-17,EMERGENCY,8.22,True,4,
DUT-0095-108,P-0095,2026-04-18T08:00:00,2026-04-18,DAY,7.05,False,5,
DUT-0095-109,P-0095,2026-04-19T09:00:00,2026-04-19,TRAINING_SUPPORT,7.05,False,2,
DUT-0095-110,P-0095,2026-04-20T21:00:00,2026-04-20,NIGHT,7.75,True,3,
DUT-0095-111,P-0095,2026-04-21T12:00:00,2026-04-21,DAY,10.63,False,4,
DUT-0095-112,P-0095,2026-04-22T08:00:00,2026-04-22,DAY,8.18,False,2,
DUT-0095-113,P-0095,2026-04-23T09:00:00,2026-04-23,TRAINING_SUPPORT,7.66,False,4,
DUT-0095-114,P-0095,2026-04-24T10:00:00,2026-04-24,TRAINING_SUPPORT,7.39,False,4,
DUT-0095-115,P-0095,2026-04-25T11:00:00,2026-04-25,TRAINING_SUPPORT,7.25,False,4,
DUT-0095-116,P-0095,2026-04-26T07:00:00,2026-04-26,PATROL,9.03,False,4,
DUT-0095-117,P-0095,2026-04-27T05:00:00,2026-04-27,EMERGENCY,10.43,False,5,
DUT-0095-118,P-0095,2026-04-28T05:00:00,2026-04-28,PATROL,6.99,False,3,
DUT-0095-119,P-0095,2026-04-29T13:00:00,2026-04-29,TRAINING_SUPPORT,8.46,False,2,
DUT-0095-120,P-0095,2026-04-30T12:00:00,2026-04-30,DAY,8.55,False,4,
DUT-0095-121,P-0095,2026-05-01T05:00:00,2026-05-01,DAY,9.19,False,4,
DUT-0095-122,P-0095,2026-05-02T12:00:00,2026-05-02,TRAINING_SUPPORT,11.04,False,3,
DUT-0095-123,P-0095,2026-05-03T21:00:00,2026-05-03,PATROL,7.9,True,3,
DUT-0095-124,P-0095,2026-05-04T21:00:00,2026-05-04,NIGHT,7.61,True,3,
DUT-0095-125,P-0095,2026-05-05T05:00:00,2026-05-05,DAY,8.31,False,3,
DUT-0095-126,P-0095,2026-05-06T13:00:00,2026-05-06,DAY,10.26,False,2,
DUT-0095-127,P-0095,2026-05-07T10:00:00,2026-05-07,ADMIN,8.13,False,3,
DUT-0095-128,P-0095,2026-05-08T11:00:00,2026-05-08,PATROL,8.79,False,2,
DUT-0095-129,P-0095,2026-05-09T21:00:00,2026-05-09,EMERGENCY,9.45,True,4,
DUT-0095-130,P-0095,2026-05-10T07:00:00,2026-05-10,PATROL,8.53,False,2,
DUT-0095-131,P-0095,2026-05-11T21:00:00,2026-05-11,NIGHT,9.66,True,4,
DUT-0095-132,P-0095,2026-05-12T06:00:00,2026-05-12,ADMIN,7.59,False,2,
DUT-0095-133,P-0095,2026-05-13T11:00:00,2026-05-13,DAY,5.98,False,3,
DUT-0095-134,P-0095,2026-05-14T21:00:00,2026-05-14,NIGHT,10.29,True,5,
DUT-0095-135,P-0095,2026-05-15T21:00:00,2026-05-15,PATROL,8.48,True,4,
DUT-0095-136,P-0095,2026-05-16T07:00:00,2026-05-16,DAY,10.77,False,1,
DUT-0095-137,P-0095,2026-05-17T07:00:00,2026-05-17,DAY,9.18,False,3,
DUT-0095-138,P-0095,2026-05-18T21:00:00,2026-05-18,PATROL,7.12,True,3,
DUT-0095-139,P-0095,2026-05-19T12:00:00,2026-05-19,ADMIN,6.66,False,4,
DUT-0095-140,P-0095,2026-05-20T11:00:00,2026-05-20,EMERGENCY,9.64,False,5,
DUT-0095-141,P-0095,2026-05-21T13:00:00,2026-05-21,DAY,9.02,False,2,
DUT-0095-142,P-0095,2026-05-22T07:00:00,2026-05-22,ADMIN,7.68,False,3,
DUT-0095-143,P-0095,2026-05-23T09:00:00,2026-05-23,DAY,7.1,False,4,
DUT-0095-144,P-0095,2026-05-24T11:00:00,2026-05-24,ADMIN,10.42,False,4,
DUT-0095-145,P-0095,2026-05-25T08:00:00,2026-05-25,PATROL,6.97,False,4,
DUT-0095-146,P-0095,2026-05-26T12:00:00,2026-05-26,ADMIN,10.33,False,1,
DUT-0095-147,P-0095,2026-05-27T10:00:00,2026-05-27,TRAINING_SUPPORT,9.2,False,5,
DUT-0095-148,P-0095,2026-05-28T07:00:00,2026-05-28,DAY,10.31,False,4,
DUT-0095-149,P-0095,2026-05-29T09:00:00,2026-05-29,DAY,8.06,False,4,
DUT-0095-150,P-0095,2026-05-30T13:00:00,2026-05-30,PATROL,7.53,False,3,
DUT-0095-151,P-0095,2026-05-31T06:00:00,2026-05-31,DAY,8.41,False,2,
DUT-0095-152,P-0095,2026-06-01T06:00:00,2026-06-01,DAY,8.31,False,2,
DUT-0095-153,P-0095,2026-06-02T11:00:00,2026-06-02,PATROL,10.78,False,4,
DUT-0095-154,P-0095,2026-06-03T12:00:00,2026-06-03,DAY,10.04,False,3,
DUT-0095-155,P-0095,2026-06-04T11:00:00,2026-06-04,DAY,6.92,False,3,
DUT-0095-156,P-0095,2026-06-05T21:00:00,2026-06-05,PATROL,5.91,True,4,
DUT-0095-157,P-0095,2026-06-06T13:00:00,2026-06-06,DAY,7.22,False,4,
DUT-0095-158,P-0095,2026-06-07T05:00:00,2026-06-07,DAY,8.5,False,2,
DUT-0095-159,P-0095,2026-06-08T12:00:00,2026-06-08,DAY,9.05,False,3,
DUT-0095-160,P-0095,2026-06-09T05:00:00,2026-06-09,DAY,10.8,False,4,
DUT-0095-161,P-0095,2026-06-10T21:00:00,2026-06-10,PATROL,8.02,True,3,
DUT-0095-162,P-0095,2026-06-11T21:00:00,2026-06-11,NIGHT,8.96,True,3,
DUT-0095-163,P-0095,2026-06-12T21:00:00,2026-06-12,NIGHT,8.09,True,4,
DUT-0095-164,P-0095,2026-06-13T12:00:00,2026-06-13,DAY,8.42,False,4,
DUT-0095-165,P-0095,2026-06-14T07:00:00,2026-06-14,DAY,6.39,False,4,
DUT-0095-166,P-0095,2026-06-15T09:00:00,2026-06-15,DAY,9.52,False,4,
DUT-0095-167,P-0095,2026-06-16T10:00:00,2026-06-16,TRAINING_SUPPORT,8.84,False,3,
DUT-0095-168,P-0095,2026-06-17T05:00:00,2026-06-17,DAY,9.9,False,3,
DUT-0095-169,P-0095,2026-06-18T07:00:00,2026-06-18,DAY,7.77,False,3,
DUT-0095-170,P-0095,2026-06-19T21:00:00,2026-06-19,TRAINING_SUPPORT,9.51,True,3,
DUT-0095-171,P-0095,2026-06-20T10:00:00,2026-06-20,DAY,8.76,False,3,
DUT-0095-172,P-0095,2026-06-21T21:00:00,2026-06-21,NIGHT,7.02,True,3,
DUT-0095-173,P-0095,2026-06-22T12:00:00,2026-06-22,PATROL,10.42,False,1,
DUT-0095-174,P-0095,2026-06-23T11:00:00,2026-06-23,DAY,8.27,False,2,
DUT-0095-175,P-0095,2026-06-24T11:00:00,2026-06-24,TRAINING_SUPPORT,9.46,False,3,
DUT-0095-176,P-0095,2026-06-25T21:00:00,2026-06-25,NIGHT,9.36,True,3,
DUT-0095-177,P-0095,2026-06-26T13:00:00,2026-06-26,TRAINING_SUPPORT,7.72,False,2,
DUT-0095-178,P-0095,2026-06-27T10:00:00,2026-06-27,TRAINING_SUPPORT,9.38,False,3,
DUT-0095-179,P-0095,2026-06-28T11:00:00,2026-06-28,DAY,7.02,False,3,
DUT-0095-180,P-0095,2026-06-29T21:00:00,2026-06-29,NIGHT,8.18,True,4,
DUT-0096-001,P-0096,2026-01-01T21:00:00,2026-01-01,PATROL,6.79,True,2,
DUT-0096-002,P-0096,2026-01-02T12:00:00,2026-01-02,DAY,9.43,False,5,
DUT-0096-003,P-0096,2026-01-03T10:00:00,2026-01-03,DAY,8.06,False,4,
DUT-0096-004,P-0096,2026-01-04T05:00:00,2026-01-04,EMERGENCY,11.57,False,4,
DUT-0096-005,P-0096,2026-01-05T09:00:00,2026-01-05,TRAINING_SUPPORT,7.05,False,5,
DUT-0096-006,P-0096,2026-01-06T06:00:00,2026-01-06,TRAINING_SUPPORT,8.8,False,4,
DUT-0096-007,P-0096,2026-01-07T21:00:00,2026-01-07,TRAINING_SUPPORT,8.8,True,3,
DUT-0096-008,P-0096,2026-01-08T13:00:00,2026-01-08,DAY,11.96,False,4,
DUT-0096-009,P-0096,2026-01-09T21:00:00,2026-01-09,EMERGENCY,10.44,True,5,
DUT-0096-010,P-0096,2026-01-10T08:00:00,2026-01-10,DAY,7.74,False,4,
DUT-0096-011,P-0096,2026-01-11T10:00:00,2026-01-11,PATROL,5.65,False,4,
DUT-0096-012,P-0096,2026-01-12T21:00:00,2026-01-12,PATROL,9.91,True,3,
DUT-0096-013,P-0096,2026-01-13T10:00:00,2026-01-13,ADMIN,10.33,False,4,
DUT-0096-014,P-0096,2026-01-14T21:00:00,2026-01-14,PATROL,8.12,True,3,
DUT-0096-015,P-0096,2026-01-15T21:00:00,2026-01-15,PATROL,7.33,True,1,
DUT-0096-016,P-0096,2026-01-16T21:00:00,2026-01-16,NIGHT,6.81,True,2,
DUT-0096-017,P-0096,2026-01-17T21:00:00,2026-01-17,NIGHT,7.64,True,3,
DUT-0096-018,P-0096,2026-01-18T11:00:00,2026-01-18,PATROL,10.64,False,2,DEP-0096-01
DUT-0096-019,P-0096,2026-01-19T07:00:00,2026-01-19,PATROL,6.83,False,3,DEP-0096-01
DUT-0096-020,P-0096,2026-01-20T11:00:00,2026-01-20,TRAINING_SUPPORT,13.7,False,3,DEP-0096-01
DUT-0096-021,P-0096,2026-01-21T07:00:00,2026-01-21,DAY,9.58,False,2,DEP-0096-01
DUT-0096-022,P-0096,2026-01-22T21:00:00,2026-01-22,NIGHT,4.0,True,2,DEP-0096-01
DUT-0096-023,P-0096,2026-01-23T21:00:00,2026-01-23,NIGHT,9.12,True,3,DEP-0096-01
DUT-0096-024,P-0096,2026-01-24T09:00:00,2026-01-24,DAY,8.43,False,4,DEP-0096-01
DUT-0096-025,P-0096,2026-01-25T21:00:00,2026-01-25,PATROL,8.23,True,2,DEP-0096-01
DUT-0096-026,P-0096,2026-01-26T11:00:00,2026-01-26,TRAINING_SUPPORT,7.99,False,4,DEP-0096-01
DUT-0096-027,P-0096,2026-01-27T07:00:00,2026-01-27,ADMIN,10.14,False,3,DEP-0096-01
DUT-0096-028,P-0096,2026-01-28T11:00:00,2026-01-28,EMERGENCY,9.47,False,4,DEP-0096-01
DUT-0096-040,P-0096,2026-02-09T21:00:00,2026-02-09,NIGHT,7.51,True,2,DEP-0096-01
DUT-0096-041,P-0096,2026-02-10T13:00:00,2026-02-10,TRAINING_SUPPORT,4.0,False,3,DEP-0096-01
DUT-0096-042,P-0096,2026-02-11T21:00:00,2026-02-11,NIGHT,5.67,True,2,DEP-0096-01
DUT-0096-043,P-0096,2026-02-12T21:00:00,2026-02-12,NIGHT,8.03,True,1,DEP-0096-01
DUT-0096-044,P-0096,2026-02-13T21:00:00,2026-02-13,PATROL,4.0,True,2,DEP-0096-01
DUT-0096-045,P-0096,2026-02-14T21:00:00,2026-02-14,NIGHT,7.07,True,1,DEP-0096-01
DUT-0096-046,P-0096,2026-02-15T12:00:00,2026-02-15,PATROL,9.81,False,2,DEP-0096-01
DUT-0096-047,P-0096,2026-02-16T10:00:00,2026-02-16,ADMIN,7.13,False,2,DEP-0096-01
DUT-0096-048,P-0096,2026-02-17T21:00:00,2026-02-17,NIGHT,5.23,True,1,DEP-0096-01
DUT-0096-049,P-0096,2026-02-18T21:00:00,2026-02-18,PATROL,8.67,True,4,DEP-0096-01
DUT-0096-050,P-0096,2026-02-19T08:00:00,2026-02-19,PATROL,7.59,False,2,DEP-0096-01
DUT-0096-051,P-0096,2026-02-20T12:00:00,2026-02-20,ADMIN,5.74,False,2,DEP-0096-01
DUT-0096-052,P-0096,2026-02-21T12:00:00,2026-02-21,DAY,7.43,False,1,DEP-0096-01
DUT-0096-053,P-0096,2026-02-22T08:00:00,2026-02-22,DAY,6.34,False,3,DEP-0096-01
DUT-0096-054,P-0096,2026-02-23T13:00:00,2026-02-23,PATROL,12.08,False,4,DEP-0096-01
DUT-0096-055,P-0096,2026-02-24T21:00:00,2026-02-24,NIGHT,8.02,True,4,DEP-0096-01
DUT-0096-056,P-0096,2026-02-25T21:00:00,2026-02-25,EMERGENCY,13.38,True,5,DEP-0096-01
DUT-0096-057,P-0096,2026-02-26T05:00:00,2026-02-26,DAY,7.59,False,3,DEP-0096-01
DUT-0096-058,P-0096,2026-02-27T08:00:00,2026-02-27,PATROL,12.05,False,5,DEP-0096-01
DUT-0096-059,P-0096,2026-02-28T09:00:00,2026-02-28,TRAINING_SUPPORT,9.3,False,5,DEP-0096-01
DUT-0096-060,P-0096,2026-03-01T07:00:00,2026-03-01,DAY,8.96,False,4,DEP-0096-01
DUT-0096-061,P-0096,2026-03-02T12:00:00,2026-03-02,EMERGENCY,13.81,False,5,DEP-0096-01
DUT-0096-062,P-0096,2026-03-03T08:00:00,2026-03-03,ADMIN,6.83,False,2,DEP-0096-01
DUT-0096-063,P-0096,2026-03-04T21:00:00,2026-03-04,PATROL,12.46,True,4,DEP-0096-01
DUT-0096-064,P-0096,2026-03-05T21:00:00,2026-03-05,NIGHT,6.93,True,2,DEP-0096-01
DUT-0096-065,P-0096,2026-03-06T21:00:00,2026-03-06,NIGHT,8.55,True,3,DEP-0096-01
DUT-0096-066,P-0096,2026-03-07T21:00:00,2026-03-07,PATROL,10.07,True,3,DEP-0096-01
DUT-0096-067,P-0096,2026-03-08T10:00:00,2026-03-08,TRAINING_SUPPORT,11.41,False,2,DEP-0096-01
DUT-0096-068,P-0096,2026-03-09T12:00:00,2026-03-09,PATROL,10.46,False,2,DEP-0096-01
DUT-0096-069,P-0096,2026-03-10T11:00:00,2026-03-10,DAY,4.0,False,2,DEP-0096-01
DUT-0096-070,P-0096,2026-03-11T21:00:00,2026-03-11,NIGHT,7.96,True,1,DEP-0096-01
DUT-0096-071,P-0096,2026-03-12T07:00:00,2026-03-12,TRAINING_SUPPORT,8.17,False,1,DEP-0096-01
DUT-0096-072,P-0096,2026-03-13T21:00:00,2026-03-13,NIGHT,6.14,True,2,DEP-0096-01
DUT-0096-073,P-0096,2026-03-14T06:00:00,2026-03-14,DAY,12.26,False,2,DEP-0096-01
DUT-0096-074,P-0096,2026-03-15T11:00:00,2026-03-15,DAY,7.24,False,2,
DUT-0096-075,P-0096,2026-03-16T09:00:00,2026-03-16,DAY,10.17,False,3,
DUT-0096-076,P-0096,2026-03-17T12:00:00,2026-03-17,DAY,9.05,False,3,
DUT-0096-077,P-0096,2026-03-18T13:00:00,2026-03-18,PATROL,10.44,False,2,
DUT-0096-078,P-0096,2026-03-19T21:00:00,2026-03-19,EMERGENCY,10.49,True,3,
DUT-0096-079,P-0096,2026-03-20T06:00:00,2026-03-20,DAY,6.76,False,3,
DUT-0096-080,P-0096,2026-03-21T09:00:00,2026-03-21,DAY,13.22,False,4,
DUT-0096-081,P-0096,2026-03-22T07:00:00,2026-03-22,DAY,10.36,False,3,
DUT-0096-082,P-0096,2026-03-23T21:00:00,2026-03-23,NIGHT,7.15,True,3,
DUT-0096-083,P-0096,2026-03-24T21:00:00,2026-03-24,EMERGENCY,9.89,True,5,
DUT-0096-084,P-0096,2026-03-25T07:00:00,2026-03-25,DAY,7.73,False,4,
DUT-0096-085,P-0096,2026-03-26T21:00:00,2026-03-26,PATROL,10.03,True,4,
DUT-0096-086,P-0096,2026-03-27T08:00:00,2026-03-27,DAY,11.17,False,3,
DUT-0096-087,P-0096,2026-03-28T08:00:00,2026-03-28,PATROL,9.13,False,3,
DUT-0096-088,P-0096,2026-03-29T21:00:00,2026-03-29,NIGHT,4.56,True,2,
DUT-0096-089,P-0096,2026-03-30T13:00:00,2026-03-30,DAY,4.0,False,3,
DUT-0096-090,P-0096,2026-03-31T12:00:00,2026-03-31,DAY,10.71,False,3,
DUT-0096-091,P-0096,2026-04-01T21:00:00,2026-04-01,PATROL,5.4,True,2,
DUT-0096-092,P-0096,2026-04-02T13:00:00,2026-04-02,ADMIN,7.59,False,2,
DUT-0096-093,P-0096,2026-04-03T10:00:00,2026-04-03,DAY,5.45,False,2,
DUT-0096-094,P-0096,2026-04-04T21:00:00,2026-04-04,NIGHT,10.59,True,1,
DUT-0096-095,P-0096,2026-04-05T06:00:00,2026-04-05,PATROL,8.52,False,2,DEP-0096-02
DUT-0096-096,P-0096,2026-04-06T05:00:00,2026-04-06,ADMIN,7.11,False,1,DEP-0096-02
DUT-0096-097,P-0096,2026-04-07T21:00:00,2026-04-07,NIGHT,8.39,True,2,DEP-0096-02
DUT-0096-098,P-0096,2026-04-08T12:00:00,2026-04-08,DAY,8.57,False,1,DEP-0096-02
DUT-0096-099,P-0096,2026-04-09T09:00:00,2026-04-09,PATROL,10.14,False,1,DEP-0096-02
DUT-0096-100,P-0096,2026-04-10T21:00:00,2026-04-10,NIGHT,6.45,True,3,DEP-0096-02
DUT-0096-101,P-0096,2026-04-11T07:00:00,2026-04-11,DAY,8.2,False,3,DEP-0096-02
DUT-0096-102,P-0096,2026-04-12T10:00:00,2026-04-12,DAY,10.0,False,3,DEP-0096-02
DUT-0096-103,P-0096,2026-04-13T08:00:00,2026-04-13,TRAINING_SUPPORT,11.75,False,4,DEP-0096-02
DUT-0096-104,P-0096,2026-04-14T09:00:00,2026-04-14,DAY,5.85,False,4,DEP-0096-02
DUT-0096-105,P-0096,2026-04-15T07:00:00,2026-04-15,ADMIN,12.23,False,5,DEP-0096-02
DUT-0096-106,P-0096,2026-04-16T06:00:00,2026-04-16,TRAINING_SUPPORT,11.25,False,5,DEP-0096-02
DUT-0096-107,P-0096,2026-04-17T21:00:00,2026-04-17,EMERGENCY,11.09,True,5,DEP-0096-02
DUT-0096-108,P-0096,2026-04-18T09:00:00,2026-04-18,EMERGENCY,13.15,False,5,DEP-0096-02
DUT-0096-109,P-0096,2026-04-19T13:00:00,2026-04-19,ADMIN,7.84,False,5,DEP-0096-02
DUT-0096-110,P-0096,2026-04-20T11:00:00,2026-04-20,DAY,10.35,False,4,DEP-0096-02
DUT-0096-111,P-0096,2026-04-21T21:00:00,2026-04-21,EMERGENCY,8.55,True,4,DEP-0096-02
DUT-0096-112,P-0096,2026-04-22T21:00:00,2026-04-22,NIGHT,10.01,True,4,DEP-0096-02
DUT-0096-113,P-0096,2026-04-23T07:00:00,2026-04-23,TRAINING_SUPPORT,12.41,False,3,DEP-0096-02
DUT-0096-114,P-0096,2026-04-24T07:00:00,2026-04-24,DAY,9.69,False,2,DEP-0096-02
DUT-0096-115,P-0096,2026-04-25T21:00:00,2026-04-25,NIGHT,6.02,True,2,DEP-0096-02
DUT-0096-116,P-0096,2026-04-26T11:00:00,2026-04-26,PATROL,8.22,False,2,DEP-0096-02
DUT-0096-117,P-0096,2026-04-27T06:00:00,2026-04-27,PATROL,9.58,False,1,DEP-0096-02
DUT-0096-118,P-0096,2026-04-28T21:00:00,2026-04-28,NIGHT,7.71,True,1,DEP-0096-02
DUT-0096-119,P-0096,2026-04-29T21:00:00,2026-04-29,NIGHT,7.63,True,2,DEP-0096-02
DUT-0096-120,P-0096,2026-04-30T07:00:00,2026-04-30,DAY,6.42,False,2,DEP-0096-02
DUT-0096-121,P-0096,2026-05-01T10:00:00,2026-05-01,DAY,7.35,False,1,DEP-0096-02
DUT-0096-122,P-0096,2026-05-02T21:00:00,2026-05-02,NIGHT,8.31,True,2,DEP-0096-02
DUT-0096-123,P-0096,2026-05-03T21:00:00,2026-05-03,NIGHT,10.47,True,2,DEP-0096-02
DUT-0096-124,P-0096,2026-05-04T10:00:00,2026-05-04,PATROL,6.96,False,3,DEP-0096-02
DUT-0096-125,P-0096,2026-05-05T09:00:00,2026-05-05,PATROL,10.15,False,2,DEP-0096-02
DUT-0096-126,P-0096,2026-05-06T21:00:00,2026-05-06,NIGHT,11.5,True,4,DEP-0096-02
DUT-0096-127,P-0096,2026-05-07T21:00:00,2026-05-07,PATROL,12.36,True,4,DEP-0096-02
DUT-0096-128,P-0096,2026-05-08T08:00:00,2026-05-08,TRAINING_SUPPORT,10.33,False,2,
DUT-0096-129,P-0096,2026-05-09T13:00:00,2026-05-09,DAY,7.8,False,4,
DUT-0096-130,P-0096,2026-05-10T08:00:00,2026-05-10,DAY,13.85,False,3,
DUT-0096-131,P-0096,2026-05-11T10:00:00,2026-05-11,DAY,13.35,False,5,
DUT-0096-132,P-0096,2026-05-12T10:00:00,2026-05-12,TRAINING_SUPPORT,11.23,False,4,
DUT-0096-133,P-0096,2026-05-13T11:00:00,2026-05-13,DAY,5.19,False,4,
DUT-0096-134,P-0096,2026-05-14T05:00:00,2026-05-14,TRAINING_SUPPORT,7.95,False,4,
DUT-0096-135,P-0096,2026-05-15T07:00:00,2026-05-15,PATROL,9.13,False,3,
DUT-0096-136,P-0096,2026-05-16T21:00:00,2026-05-16,PATROL,8.84,True,4,
DUT-0096-137,P-0096,2026-05-17T21:00:00,2026-05-17,PATROL,11.9,True,3,
DUT-0096-138,P-0096,2026-05-18T07:00:00,2026-05-18,DAY,5.53,False,3,
DUT-0096-139,P-0096,2026-05-19T07:00:00,2026-05-19,DAY,8.3,False,4,
DUT-0096-140,P-0096,2026-05-20T21:00:00,2026-05-20,TRAINING_SUPPORT,7.83,True,3,
DUT-0096-141,P-0096,2026-05-21T07:00:00,2026-05-21,DAY,7.98,False,2,
DUT-0096-142,P-0096,2026-05-22T21:00:00,2026-05-22,EMERGENCY,8.24,True,3,
DUT-0096-143,P-0096,2026-05-23T09:00:00,2026-05-23,PATROL,5.23,False,2,
DUT-0096-144,P-0096,2026-05-24T08:00:00,2026-05-24,DAY,6.43,False,1,
DUT-0096-145,P-0096,2026-05-25T10:00:00,2026-05-25,DAY,4.0,False,1,
DUT-0096-146,P-0096,2026-05-26T10:00:00,2026-05-26,PATROL,5.32,False,3,
DUT-0096-147,P-0096,2026-05-27T07:00:00,2026-05-27,DAY,8.04,False,2,
DUT-0096-148,P-0096,2026-05-28T13:00:00,2026-05-28,PATROL,6.95,False,1,
DUT-0096-149,P-0096,2026-05-29T05:00:00,2026-05-29,ADMIN,11.79,False,4,
DUT-0096-150,P-0096,2026-05-30T12:00:00,2026-05-30,DAY,6.05,False,2,
DUT-0096-151,P-0096,2026-05-31T21:00:00,2026-05-31,PATROL,8.09,True,3,
DUT-0096-152,P-0096,2026-06-01T06:00:00,2026-06-01,DAY,7.49,False,3,
DUT-0096-153,P-0096,2026-06-02T21:00:00,2026-06-02,NIGHT,10.58,True,3,
DUT-0096-154,P-0096,2026-06-03T21:00:00,2026-06-03,NIGHT,8.76,True,3,
DUT-0096-155,P-0096,2026-06-04T21:00:00,2026-06-04,EMERGENCY,10.42,True,4,
DUT-0096-156,P-0096,2026-06-05T10:00:00,2026-06-05,DAY,9.45,False,4,
DUT-0096-157,P-0096,2026-06-06T21:00:00,2026-06-06,NIGHT,8.71,True,4,
DUT-0096-158,P-0096,2026-06-07T05:00:00,2026-06-07,PATROL,9.88,False,4,
DUT-0096-159,P-0096,2026-06-08T07:00:00,2026-06-08,DAY,12.78,False,3,
DUT-0096-160,P-0096,2026-06-09T05:00:00,2026-06-09,DAY,8.65,False,4,
DUT-0096-161,P-0096,2026-06-10T13:00:00,2026-06-10,DAY,8.28,False,4,
DUT-0096-162,P-0096,2026-06-11T08:00:00,2026-06-11,DAY,7.05,False,4,
DUT-0096-163,P-0096,2026-06-12T21:00:00,2026-06-12,PATROL,10.31,True,3,
DUT-0096-164,P-0096,2026-06-13T06:00:00,2026-06-13,PATROL,4.75,False,3,
DUT-0096-165,P-0096,2026-06-14T08:00:00,2026-06-14,DAY,4.33,False,3,
DUT-0096-166,P-0096,2026-06-15T21:00:00,2026-06-15,NIGHT,8.93,True,4,
DUT-0096-167,P-0096,2026-06-16T21:00:00,2026-06-16,NIGHT,6.23,True,3,
DUT-0096-168,P-0096,2026-06-17T21:00:00,2026-06-17,NIGHT,4.0,True,2,
DUT-0096-169,P-0096,2026-06-18T21:00:00,2026-06-18,PATROL,7.15,True,1,
DUT-0096-170,P-0096,2026-06-19T08:00:00,2026-06-19,PATROL,8.21,False,2,
DUT-0096-171,P-0096,2026-06-20T09:00:00,2026-06-20,PATROL,7.63,False,1,
DUT-0096-172,P-0096,2026-06-21T10:00:00,2026-06-21,TRAINING_SUPPORT,7.94,False,2,
DUT-0096-173,P-0096,2026-06-22T13:00:00,2026-06-22,DAY,4.55,False,2,
DUT-0096-174,P-0096,2026-06-23T21:00:00,2026-06-23,NIGHT,4.24,True,2,
DUT-0096-175,P-0096,2026-06-24T09:00:00,2026-06-24,TRAINING_SUPPORT,8.92,False,2,
DUT-0096-176,P-0096,2026-06-25T21:00:00,2026-06-25,EMERGENCY,8.85,True,2,
DUT-0096-177,P-0096,2026-06-26T06:00:00,2026-06-26,ADMIN,11.51,False,3,
DUT-0096-178,P-0096,2026-06-27T13:00:00,2026-06-27,DAY,8.14,False,2,
DUT-0096-179,P-0096,2026-06-28T21:00:00,2026-06-28,NIGHT,10.93,True,3,
DUT-0096-180,P-0096,2026-06-29T09:00:00,2026-06-29,PATROL,12.04,False,4,
DUT-0097-001,P-0097,2026-01-01T21:00:00,2026-01-01,NIGHT,11.3,True,5,
DUT-0097-002,P-0097,2026-01-02T21:00:00,2026-01-02,NIGHT,8.18,True,4,
DUT-0097-003,P-0097,2026-01-03T07:00:00,2026-01-03,TRAINING_SUPPORT,11.25,False,5,
DUT-0097-004,P-0097,2026-01-04T07:00:00,2026-01-04,PATROL,10.45,False,5,
